,time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_t1ci_qty,roadmap_t2ci_qty,first_month,mon_phase_in,roadmap_accu_invoice_qty,roadmap_invoice_qty_pct_change,rolling_q_roadmap_invoice_qty
0,2019-05-01,AAP,A1-21.5-KAB,2.0,0.0,0.0,2019-05-01,0.0,2.0,,
1,2019-06-01,AAP,A1-21.5-KAB,0.0,0.0,0.0,2019-05-01,1.0,2.0,-1.0,
2,2019-07-01,AAP,A1-21.5-KAB,1008.0,0.0,0.0,2019-05-01,2.0,1010.0,inf,1010.0
3,2019-08-01,AAP,A1-21.5-KAB,2016.0,0.0,0.0,2019-05-01,3.0,3026.0,1.0,3024.0
4,2019-09-01,AAP,A1-21.5-KAB,2016.0,1000.0,0.0,2019-05-01,4.0,5042.0,0.0,5040.0
5,2019-10-01,AAP,A1-21.5-KAB,0.0,939.0,0.0,2019-05-01,5.0,5042.0,-1.0,4032.0
6,2019-11-01,AAP,A1-21.5-KAB,0.0,912.0,0.0,2019-05-01,6.0,5042.0,,2016.0
7,2019-12-01,AAP,A1-21.5-KAB,4173.0,0.0,0.0,2019-05-01,7.0,9215.0,inf,4173.0
8,2018-07-01,AAP,C Series-19.5,3.0,0.0,0.0,2018-07-01,0.0,3.0,,
9,2018-08-01,AAP,C Series-19.5,2532.0,0.0,0.0,2018-07-01,1.0,2535.0,843.0,
10,2018-09-01,AAP,C Series-19.5,1272.0,278.6666666666667,40.666666666666664,2018-07-01,2.0,3807.0,-0.49763033175355453,3807.0
11,2018-10-01,AAP,C Series-19.5,680.0,428.7142857142857,79.92857142857143,2018-07-01,3.0,4487.0,-0.46540880503144655,4484.0
12,2018-11-01,AAP,C Series-19.5,478.0,247.68333333333334,175.68333333333334,2018-07-01,4.0,4965.0,-0.2970588235294118,2430.0
13,2018-12-01,AAP,C Series-19.5,1897.0,388.3125,377.3125,2018-07-01,5.0,6862.0,2.9686192468619246,3055.0
14,2019-01-01,AAP,C Series-19.5,2546.0,376.9909090909091,563.3181818181818,2018-07-01,6.0,9408.0,0.34211913547706896,4921.0
15,2019-02-01,AAP,C Series-19.5,5775.0,371.2333333333333,401.5666666666667,2018-07-01,7.0,15183.0,1.2682639434406915,10218.0
16,2019-03-01,AAP,C Series-19.5,1105.0,241.16666666666669,530.0333333333333,2018-07-01,8.0,16288.0,-0.8086580086580086,9426.0
17,2019-04-01,AAP,C Series-19.5,1953.0,33.166666666666664,341.875,2018-07-01,9.0,18241.0,0.767420814479638,8833.0
18,2019-05-01,AAP,C Series-19.5,1106.0,40.791666666666664,321.2083333333333,2018-07-01,10.0,19347.0,-0.4336917562724014,4164.0
19,2019-06-01,AAP,C Series-19.5,1546.0,49.857142857142854,323.32142857142856,2018-07-01,11.0,20893.0,0.39783001808318263,4605.0
20,2019-07-01,AAP,C Series-19.5,3096.0,26.35,333.4,2018-07-01,12.0,23989.0,1.0025873221216042,5748.0
21,2019-08-01,AAP,C Series-19.5,2512.0,35.1,341.73333333333335,2018-07-01,13.0,26501.0,-0.18863049095607232,7154.0
22,2019-09-01,AAP,C Series-19.5,2036.0,103.08695652173913,362.6521739130435,2018-07-01,14.0,28537.0,-0.18949044585987262,7644.0
23,2019-10-01,AAP,C Series-19.5,2700.0,388.7083333333333,366.2916666666667,2018-07-01,15.0,31237.0,0.32612966601178783,7248.0
24,2019-11-01,AAP,C Series-19.5,2010.0,440.37931034482756,344.51724137931035,2018-07-01,16.0,33247.0,-0.25555555555555554,6746.0
25,2019-12-01,AAP,C Series-19.5,1008.0,433.625,357.2916666666667,2018-07-01,17.0,34255.0,-0.4985074626865672,5718.0
26,2020-01-01,AAP,C Series-19.5,1218.0,633.4,700.1333333333333,2018-07-01,18.0,35473.0,0.20833333333333326,4236.0
27,2020-02-01,AAP,C Series-19.5,794.0,853.2631578947369,783.3684210526316,2018-07-01,19.0,36267.0,-0.34811165845648606,3020.0
28,2020-03-01,AAP,C Series-19.5,1008.0,739.4,392.7,2018-07-01,20.0,37275.0,0.2695214105793451,3020.0
29,2020-04-01,AAP,C Series-19.5,0.0,613.6875,268.9375,2018-07-01,21.0,37275.0,-1.0,1802.0
30,2020-05-01,AAP,C Series-19.5,1108.0,484.2307692307692,247.84615384615384,2018-07-01,22.0,38383.0,inf,2116.0
31,2020-06-01,AAP,C Series-19.5,0.0,285.5,448.1875,2018-07-01,23.0,38383.0,-1.0,1108.0
32,2020-07-01,AAP,C Series-19.5,0.0,34.95238095238095,369.76190476190476,2018-07-01,24.0,38383.0,,1108.0
33,2020-08-01,AAP,C Series-19.5,600.0,5.68,351.8,2018-07-01,25.0,38983.0,inf,600.0
34,2020-09-01,AAP,C Series-19.5,0.0,10.047619047619047,213.57142857142858,2018-07-01,26.0,38983.0,-1.0,600.0
35,2020-10-01,AAP,C Series-19.5,1200.0,53.24242424242424,329.06060606060606,2018-07-01,27.0,40183.0,inf,1800.0
36,2020-11-01,AAP,C Series-19.5,300.0,195.91666666666666,124.41666666666667,2018-07-01,28.0,40483.0,-0.75,1500.0
37,2020-12-01,AAP,C Series-19.5,3414.0,48.30769230769231,118.53846153846153,2018-07-01,29.0,43897.0,10.38,4914.0
38,2018-03-01,AAP,C Series-21.5,50.0,0.0,0.0,2018-03-01,0.0,50.0,,
39,2018-04-01,AAP,C Series-21.5,2850.0,0.0,0.0,2018-03-01,1.0,2900.0,56.0,
40,2018-05-01,AAP,C Series-21.5,1485.0,152.33333333333334,98.66666666666667,2018-03-01,2.0,4385.0,-0.4789473684210527,4385.0
41,2018-06-01,AAP,C Series-21.5,1181.0,357.8,221.26666666666668,2018-03-01,3.0,5566.0,-0.20471380471380474,5516.0
42,2018-07-01,AAP,C Series-21.5,1330.0,584.4166666666666,396.25,2018-03-01,4.0,6896.0,0.126164267569856,3996.0
43,2018-08-01,AAP,C Series-21.5,2520.0,486.25,462.0833333333333,2018-03-01,5.0,9416.0,0.894736842105263,5031.0
44,2018-09-01,AAP,C Series-21.5,0.0,489.06666666666666,449.46666666666664,2018-03-01,6.0,9416.0,-1.0,3850.0
45,2018-10-01,AAP,C Series-21.5,570.0,599.4166666666666,495.25,2018-03-01,7.0,9986.0,inf,3090.0
46,2018-11-01,AAP,C Series-21.5,70.0,555.25,551.25,2018-03-01,8.0,10056.0,-0.8771929824561404,640.0
47,2018-12-01,AAP,C Series-21.5,200.0,542.3125,673.8125,2018-03-01,9.0,10256.0,1.8571428571428572,840.0
48,2019-01-01,AAP,C Series-21.5,490.0,456.25,563.5,2018-03-01,10.0,10746.0,1.4500000000000002,760.0
49,2019-02-01,AAP,C Series-21.5,401.0,278.3333333333333,495.5,2018-03-01,11.0,11147.0,-0.18163265306122445,1091.0
50,2019-03-01,AAP,C Series-21.5,965.0,157.26666666666668,519.6666666666666,2018-03-01,12.0,12112.0,1.4064837905236907,1856.0
51,2019-04-01,AAP,C Series-21.5,708.0,147.0,556.5833333333334,2018-03-01,13.0,12820.0,-0.2663212435233161,2074.0
52,2019-05-01,AAP,C Series-21.5,106.0,390.4166666666667,465.8333333333333,2018-03-01,14.0,12926.0,-0.8502824858757062,1779.0
53,2019-06-01,AAP,C Series-21.5,1151.0,262.98333333333335,358.15,2018-03-01,15.0,14077.0,9.858490566037736,1965.0
54,2019-07-01,AAP,C Series-21.5,2090.0,255.94642857142856,231.83928571428572,2018-03-01,16.0,16167.0,0.8158123370981756,3347.0
55,2019-08-01,AAP,C Series-21.5,140.0,452.31372549019613,264.4150326797386,2018-03-01,17.0,16307.0,-0.9330143540669856,3381.0
56,2019-09-01,AAP,C Series-21.5,95.0,547.534188034188,291.02136752136755,2018-03-01,18.0,16402.0,-0.3214285714285714,2325.0
57,2019-10-01,AAP,C Series-21.5,795.0,509.9875,237.325,2018-03-01,19.0,17197.0,7.368421052631579,1030.0
58,2019-11-01,AAP,C Series-21.5,340.0,476.665991902834,215.66599190283404,2018-03-01,20.0,17537.0,-0.5723270440251572,1230.0
59,2019-12-01,AAP,C Series-21.5,260.0,270.67676767676767,205.75252525252526,2018-03-01,21.0,17797.0,-0.23529411764705888,1395.0
60,2020-01-01,AAP,C Series-21.5,1028.0,307.2791666666667,183.2125,2018-03-01,22.0,18825.0,2.953846153846154,1628.0
61,2020-02-01,AAP,C Series-21.5,2051.0,305.02153110047846,133.5464114832536,2018-03-01,23.0,20876.0,0.995136186770428,3339.0
62,2020-03-01,AAP,C Series-21.5,355.0,82.00757575757575,52.81439393939394,2018-03-01,24.0,21231.0,-0.8269137006338372,3434.0
63,2020-04-01,AAP,C Series-21.5,590.0,143.58333333333334,65.64583333333334,2018-03-01,25.0,21821.0,0.6619718309859155,2996.0
64,2020-05-01,AAP,C Series-21.5,350.0,231.23333333333335,104.5843137254902,2018-03-01,26.0,22171.0,-0.4067796610169492,1295.0
65,2020-06-01,AAP,C Series-21.5,510.0,211.41666666666669,134.72727272727272,2018-03-01,27.0,22681.0,0.4571428571428571,1450.0
66,2020-07-01,AAP,C Series-21.5,570.0,199.6143410852713,142.75193798449612,2018-03-01,28.0,23251.0,0.11764705882352944,1430.0
67,2020-08-01,AAP,C Series-21.5,1113.0,246.06666666666666,173.16,2018-03-01,29.0,24364.0,0.9526315789473685,2193.0
68,2020-09-01,AAP,C Series-21.5,879.0,360.15,268.525,2018-03-01,30.0,25243.0,-0.21024258760107817,2562.0
69,2020-10-01,AAP,C Series-21.5,541.0,268.2,268.06666666666666,2018-03-01,31.0,25784.0,-0.3845278725824801,2533.0
70,2020-11-01,AAP,C Series-21.5,30.0,244.4722222222222,251.58333333333331,2018-03-01,32.0,25814.0,-0.944547134935305,1450.0
71,2020-12-01,AAP,C Series-21.5,1010.0,117.76923076923077,316.0769230769231,2018-03-01,33.0,26824.0,32.666666666666664,1581.0
72,2021-01-01,AAP,C Series-21.5,795.0,110.33157894736843,320.80350877192984,2018-03-01,34.0,27619.0,-0.21287128712871284,1835.0
73,2021-02-01,AAP,C Series-21.5,830.0,0.59375,42.28125,2018-03-01,35.0,28449.0,0.04402515723270439,2635.0
74,2021-03-01,AAP,C Series-21.5,350.0,0.0,33.56,2018-03-01,36.0,28799.0,-0.5783132530120482,1975.0
75,2021-04-01,AAP,C Series-21.5,0.0,0.3125,30.875,2018-03-01,37.0,28799.0,-1.0,1180.0
76,2021-05-01,AAP,C Series-21.5,20.0,0.5681818181818182,40.40909090909091,2018-03-01,38.0,28819.0,inf,370.0
77,2021-06-01,AAP,C Series-21.5,0.0,0.8095238095238095,31.833333333333332,2018-03-01,39.0,28819.0,-1.0,20.0
78,2021-07-01,AAP,C Series-21.5,0.0,0.6862745098039216,23.098039215686274,2018-03-01,40.0,28819.0,,20.0
79,2021-08-01,AAP,C Series-21.5,0.0,2.888888888888889,26.02777777777778,2018-03-01,41.0,28819.0,,0.0
80,2021-09-01,AAP,C Series-21.5,150.0,3.3333333333333335,30.61111111111111,2018-03-01,42.0,28969.0,inf,150.0
81,2018-01-01,AAP,C Series-21.5-AMD,1.0,0.0,0.0,2018-01-01,0.0,1.0,,
82,2018-02-01,AAP,C Series-21.5-AMD,0.0,0.0,0.0,2018-01-01,1.0,1.0,-1.0,
83,2018-03-01,AAP,C Series-21.5-AMD,0.0,0.0,0.0,2018-01-01,2.0,1.0,,1.0
84,2018-04-01,AAP,C Series-21.5-AMD,0.0,0.0,0.0,2018-01-01,3.0,1.0,,0.0
85,2018-05-01,AAP,C Series-21.5-AMD,300.0,0.0,0.0,2018-01-01,4.0,301.0,inf,300.0
86,2018-06-01,AAP,C Series-21.5-AMD,280.0,64.0,7.666666666666667,2018-01-01,5.0,581.0,-0.06666666666666665,580.0
87,2018-07-01,AAP,C Series-21.5-AMD,0.0,108.66666666666667,38.666666666666664,2018-01-01,6.0,581.0,-1.0,580.0
88,2018-08-01,AAP,C Series-21.5-AMD,600.0,54.666666666666664,94.83333333333333,2018-01-01,7.0,1181.0,inf,880.0
89,2018-09-01,AAP,C Series-21.5-AMD,200.0,91.46666666666667,23.8,2018-01-01,8.0,1381.0,-0.6666666666666667,800.0
90,2018-10-01,AAP,C Series-21.5-AMD,0.0,237.75,12.916666666666666,2018-01-01,9.0,1381.0,-1.0,800.0
91,2018-11-01,AAP,C Series-21.5-AMD,400.0,233.5,7.333333333333333,2018-01-01,10.0,1781.0,inf,600.0
92,2018-12-01,AAP,C Series-21.5-AMD,280.0,292.6666666666667,64.2,2018-01-01,11.0,2061.0,-0.30000000000000004,680.0
93,2019-01-01,AAP,C Series-21.5-AMD,700.0,223.41666666666666,105.33333333333333,2018-01-01,12.0,2761.0,1.5,1380.0
94,2019-02-01,AAP,C Series-21.5-AMD,1220.0,241.63636363636363,89.72727272727273,2018-01-01,13.0,3981.0,0.7428571428571429,2200.0
95,2019-03-01,AAP,C Series-21.5-AMD,400.0,376.0,263.5,2018-01-01,14.0,4381.0,-0.6721311475409837,2320.0
96,2019-04-01,AAP,C Series-21.5-AMD,1200.0,401.25,432.375,2018-01-01,15.0,5581.0,2.0,2820.0
97,2019-05-01,AAP,C Series-21.5-AMD,715.0,355.875,367.875,2018-01-01,16.0,6296.0,-0.4041666666666667,2315.0
98,2019-06-01,AAP,C Series-21.5-AMD,300.0,388.6,319.6,2018-01-01,17.0,6596.0,-0.5804195804195804,2215.0
99,2019-07-01,AAP,C Series-21.5-AMD,190.0,314.1666666666667,258.9166666666667,2018-01-01,18.0,6786.0,-0.3666666666666667,1205.0
100,2019-08-01,AAP,C Series-21.5-AMD,900.0,186.83333333333334,338.4166666666667,2018-01-01,19.0,7686.0,3.7368421052631575,1390.0
101,2019-09-01,AAP,C Series-21.5-AMD,200.0,183.22222222222223,400.8888888888889,2018-01-01,20.0,7886.0,-0.7777777777777778,1290.0
102,2019-10-01,AAP,C Series-21.5-AMD,800.0,329.09090909090907,282.1818181818182,2018-01-01,21.0,8686.0,3.0,1900.0
103,2019-11-01,AAP,C Series-21.5-AMD,300.0,273.3333333333333,199.33333333333334,2018-01-01,22.0,8986.0,-0.625,1300.0
104,2019-12-01,AAP,C Series-21.5-AMD,1100.0,253.66666666666666,249.58333333333334,2018-01-01,23.0,10086.0,2.6666666666666665,2200.0
105,2020-01-01,AAP,C Series-21.5-AMD,200.0,191.0,316.2,2018-01-01,24.0,10286.0,-0.8181818181818181,1600.0
106,2020-02-01,AAP,C Series-21.5-AMD,900.0,244.8,445.4,2018-01-01,25.0,11186.0,3.5,2200.0
107,2020-03-01,AAP,C Series-21.5-AMD,500.0,40.5,336.375,2018-01-01,26.0,11686.0,-0.4444444444444444,1600.0
108,2020-04-01,AAP,C Series-21.5-AMD,200.0,1.375,225.375,2018-01-01,27.0,11886.0,-0.6,1600.0
109,2020-05-01,AAP,C Series-21.5-AMD,50.0,266.2,300.8,2018-01-01,28.0,11936.0,-0.75,750.0
110,2020-06-01,AAP,C Series-21.5-AMD,0.0,322.25,363.0,2018-01-01,29.0,11936.0,-1.0,250.0
111,2020-07-01,AAP,C Series-21.5-AMD,1052.0,85.33333333333333,357.6666666666667,2018-01-01,30.0,12988.0,inf,1102.0
112,2020-08-01,AAP,C Series-21.5-AMD,0.0,0.0,0.0,2018-01-01,31.0,12988.0,-1.0,1052.0
113,2020-09-01,AAP,C Series-21.5-AMD,1300.0,0.0,0.0,2018-01-01,32.0,14288.0,inf,2352.0
114,2020-10-01,AAP,C Series-21.5-AMD,0.0,0.0,0.0,2018-01-01,33.0,14288.0,-1.0,1300.0
115,2020-11-01,AAP,C Series-21.5-AMD,1900.0,75.66666666666667,16.666666666666668,2018-01-01,34.0,16188.0,inf,3200.0
116,2020-12-01,AAP,C Series-21.5-AMD,800.0,43.625,269.25,2018-01-01,35.0,16988.0,-0.5789473684210527,2700.0
117,2017-03-01,AAP,C Series-21.5-Mainstream,1.0,0.0,0.0,2017-03-01,0.0,1.0,,
118,2017-04-01,AAP,C Series-21.5-Mainstream,0.0,0.0,0.0,2017-03-01,1.0,1.0,-1.0,
119,2017-05-01,AAP,C Series-21.5-Mainstream,2.0,0.0,0.0,2017-03-01,2.0,3.0,inf,3.0
120,2017-06-01,AAP,C Series-21.5-Mainstream,59.0,0.0,0.0,2017-03-01,3.0,62.0,28.5,61.0
121,2017-07-01,AAP,C Series-21.5-Mainstream,672.0,0.0,0.0,2017-03-01,4.0,734.0,10.389830508474576,733.0
122,2017-08-01,AAP,C Series-21.5-Mainstream,405.0,56.6,152.8,2017-03-01,5.0,1139.0,-0.3973214285714286,1136.0
123,2017-09-01,AAP,C Series-21.5-Mainstream,700.0,53.86363636363637,85.0,2017-03-01,6.0,1839.0,0.728395061728395,1777.0
124,2017-10-01,AAP,C Series-21.5-Mainstream,1540.0,41.65,110.5,2017-03-01,7.0,3379.0,1.2000000000000002,2645.0
125,2017-11-01,AAP,C Series-21.5-Mainstream,480.0,35.45454545454545,102.45454545454545,2017-03-01,8.0,3859.0,-0.6883116883116883,2720.0
126,2017-12-01,AAP,C Series-21.5-Mainstream,1540.0,43.54545454545455,133.63636363636363,2017-03-01,9.0,5399.0,2.2083333333333335,3560.0
127,2018-01-01,AAP,C Series-21.5-Mainstream,1260.0,72.21621621621621,106.51351351351352,2017-03-01,10.0,6659.0,-0.18181818181818177,3280.0
128,2018-02-01,AAP,C Series-21.5-Mainstream,2250.0,108.0,95.70454545454545,2017-03-01,11.0,8909.0,0.7857142857142858,5050.0
129,2018-03-01,AAP,C Series-21.5-Mainstream,1092.0,155.83636363636364,121.98181818181818,2017-03-01,12.0,10001.0,-0.5146666666666666,4602.0
130,2018-04-01,AAP,C Series-21.5-Mainstream,1880.0,208.29545454545453,115.6590909090909,2017-03-01,13.0,11881.0,0.7216117216117217,5222.0
131,2018-05-01,AAP,C Series-21.5-Mainstream,286.0,161.0909090909091,125.79545454545455,2017-03-01,14.0,12167.0,-0.847872340425532,3258.0
132,2018-06-01,AAP,C Series-21.5-Mainstream,90.0,158.85714285714286,107.05952380952381,2017-03-01,15.0,12257.0,-0.6853146853146853,2256.0
133,2018-07-01,AAP,C Series-21.5-Mainstream,645.0,146.40425531914894,95.26063829787235,2017-03-01,16.0,12902.0,6.166666666666667,1021.0
134,2018-08-01,AAP,C Series-21.5-Mainstream,80.0,34.0,31.714285714285715,2017-03-01,17.0,12982.0,-0.875968992248062,815.0
135,2018-09-01,AAP,C Series-21.5-Mainstream,1440.0,42.93333333333333,55.53333333333333,2017-03-01,18.0,14422.0,17.0,2165.0
136,2018-10-01,AAP,C Series-21.5-Mainstream,40.0,51.416666666666664,64.66666666666667,2017-03-01,19.0,14462.0,-0.9722222222222222,1560.0
137,2018-11-01,AAP,C Series-21.5-Mainstream,290.0,46.416666666666664,107.58333333333333,2017-03-01,20.0,14752.0,6.25,1770.0
138,2018-12-01,AAP,C Series-21.5-Mainstream,1350.0,92.95652173913044,68.73913043478261,2017-03-01,21.0,16102.0,3.655172413793103,1680.0
139,2019-01-01,AAP,C Series-21.5-Mainstream,1590.0,190.78947368421052,59.36842105263158,2017-03-01,22.0,17692.0,0.1777777777777778,3230.0
140,2019-02-01,AAP,C Series-21.5-Mainstream,1540.0,195.8181818181818,87.0,2017-03-01,23.0,19232.0,-0.03144654088050314,4480.0
141,2019-03-01,AAP,C Series-21.5-Mainstream,520.0,179.53333333333333,97.23333333333333,2017-03-01,24.0,19752.0,-0.6623376623376623,3650.0
142,2019-04-01,AAP,C Series-21.5-Mainstream,1170.0,223.95833333333334,95.375,2017-03-01,25.0,20922.0,1.25,3230.0
143,2019-05-01,AAP,C Series-21.5-Mainstream,708.0,145.75,158.66666666666666,2017-03-01,26.0,21630.0,-0.3948717948717949,2398.0
144,2019-06-01,AAP,C Series-21.5-Mainstream,575.0,96.2,147.53333333333333,2017-03-01,27.0,22205.0,-0.18785310734463279,2453.0
145,2019-07-01,AAP,C Series-21.5-Mainstream,730.0,67.96296296296296,107.51851851851852,2017-03-01,28.0,22935.0,0.26956521739130435,2013.0
146,2019-08-01,AAP,C Series-21.5-Mainstream,1130.0,111.27272727272727,117.03030303030303,2017-03-01,29.0,24065.0,0.547945205479452,2435.0
147,2019-09-01,AAP,C Series-21.5-Mainstream,1378.0,104.15151515151516,115.63636363636364,2017-03-01,30.0,25443.0,0.2194690265486725,3238.0
148,2019-10-01,AAP,C Series-21.5-Mainstream,1030.0,142.92105263157896,126.23684210526316,2017-03-01,31.0,26473.0,-0.2525399129172714,3538.0
149,2019-11-01,AAP,C Series-21.5-Mainstream,1131.0,227.04545454545456,141.35,2017-03-01,32.0,27604.0,0.09805825242718447,3539.0
150,2019-12-01,AAP,C Series-21.5-Mainstream,1960.0,128.7058823529412,47.11764705882353,2017-03-01,33.0,29564.0,0.7329796640141468,4121.0
151,2020-01-01,AAP,C Series-21.5-Mainstream,910.0,151.78571428571428,74.85714285714286,2017-03-01,34.0,30474.0,-0.5357142857142857,4001.0
152,2020-02-01,AAP,C Series-21.5-Mainstream,1825.0,367.95238095238096,141.52380952380952,2017-03-01,35.0,32299.0,1.0054945054945055,4695.0
153,2020-03-01,AAP,C Series-21.5-Mainstream,670.0,181.6,135.45,2017-03-01,36.0,32969.0,-0.6328767123287671,3405.0
154,2020-04-01,AAP,C Series-21.5-Mainstream,1020.0,115.83333333333333,89.03333333333333,2017-03-01,37.0,33989.0,0.5223880597014925,3515.0
155,2020-05-01,AAP,C Series-21.5-Mainstream,3240.0,117.125,106.08333333333333,2017-03-01,38.0,37229.0,2.176470588235294,4930.0
156,2020-06-01,AAP,C Series-21.5-Mainstream,3070.0,123.0,132.02702702702703,2017-03-01,39.0,40299.0,-0.05246913580246915,7330.0
157,2020-07-01,AAP,C Series-21.5-Mainstream,4460.0,119.875,188.5,2017-03-01,40.0,44759.0,0.4527687296416938,10770.0
158,2020-08-01,AAP,C Series-21.5-Mainstream,4420.0,181.53061224489795,358.0204081632653,2017-03-01,41.0,49179.0,-0.008968609865470878,11950.0
159,2020-09-01,AAP,C Series-21.5-Mainstream,2062.0,196.91176470588235,336.7352941176471,2017-03-01,42.0,51241.0,-0.5334841628959276,10942.0
160,2020-10-01,AAP,C Series-21.5-Mainstream,1110.0,303.4,316.14796747967483,2017-03-01,43.0,52351.0,-0.4616876818622696,7592.0
161,2020-11-01,AAP,C Series-21.5-Mainstream,1260.0,52.391304347826086,37.869565217391305,2017-03-01,44.0,53611.0,0.1351351351351351,4432.0
162,2020-12-01,AAP,C Series-21.5-Mainstream,3100.0,54.5,38.5,2017-03-01,45.0,56711.0,1.4603174603174605,5470.0
163,2021-01-01,AAP,C Series-21.5-Mainstream,774.0,157.95014662756597,60.50146627565982,2017-03-01,46.0,57485.0,-0.7503225806451613,5134.0
164,2021-02-01,AAP,C Series-21.5-Mainstream,3215.0,49.833333333333336,12.416666666666666,2017-03-01,47.0,60700.0,3.1537467700258395,7089.0
165,2021-03-01,AAP,C Series-21.5-Mainstream,580.0,7.333333333333333,26.8,2017-03-01,48.0,61280.0,-0.8195956454121307,4569.0
166,2021-04-01,AAP,C Series-21.5-Mainstream,400.0,0.3,17.5,2017-03-01,49.0,61680.0,-0.31034482758620685,4195.0
167,2021-05-01,AAP,C Series-21.5-Mainstream,20.0,53.0,91.04347826086956,2017-03-01,50.0,61700.0,-0.95,1000.0
168,2021-06-01,AAP,C Series-21.5-Mainstream,0.0,25.25,69.75,2017-03-01,51.0,61700.0,-1.0,420.0
169,2021-07-01,AAP,C Series-21.5-Mainstream,0.0,1.3666666666666667,42.03333333333333,2017-03-01,52.0,61700.0,,20.0
170,2021-08-01,AAP,C Series-21.5-Mainstream,5960.0,1.0869565217391304,29.304347826086957,2017-03-01,53.0,67660.0,inf,5960.0
171,2021-09-01,AAP,C Series-21.5-Mainstream,2100.0,1.263157894736842,27.473684210526315,2017-03-01,54.0,69760.0,-0.6476510067114094,8060.0
172,2021-10-01,AAP,C Series-21.5-Mainstream,80.0,2.0,25.466666666666665,2017-03-01,55.0,69840.0,-0.9619047619047619,8140.0
173,2021-11-01,AAP,C Series-21.5-Mainstream,120.0,0.0,0.0,2017-03-01,56.0,69960.0,0.5,2300.0
174,2018-04-01,AAP,C Series-23.8,120.0,0.0,0.0,2018-04-01,0.0,120.0,,
175,2018-05-01,AAP,C Series-23.8,0.0,0.0,0.0,2018-04-01,1.0,120.0,-1.0,
176,2018-06-01,AAP,C Series-23.8,0.0,0.0,0.0,2018-04-01,2.0,120.0,,120.0
177,2018-07-01,AAP,C Series-23.8,0.0,0.0,26.0,2018-04-01,3.0,120.0,,0.0
178,2018-08-01,AAP,C Series-23.8,119.0,0.0,23.75,2018-04-01,4.0,239.0,inf,119.0
179,2018-09-01,AAP,C Series-23.8,0.0,0.0,42.8,2018-04-01,5.0,239.0,-1.0,119.0
180,2018-10-01,AAP,C Series-23.8,120.0,0.0,48.75,2018-04-01,6.0,359.0,inf,239.0
181,2018-11-01,AAP,C Series-23.8,120.0,0.0,57.5,2018-04-01,7.0,479.0,0.0,240.0
182,2018-12-01,AAP,C Series-23.8,0.0,0.0,73.2,2018-04-01,8.0,479.0,-1.0,240.0
183,2019-01-01,AAP,C Series-23.8,0.0,0.0,90.25,2018-04-01,9.0,479.0,,120.0
184,2019-02-01,AAP,C Series-23.8,0.0,0.0,91.75,2018-04-01,10.0,479.0,,0.0
185,2019-03-01,AAP,C Series-23.8,45.0,0.0,79.8,2018-04-01,11.0,524.0,inf,45.0
186,2019-04-01,AAP,C Series-23.8,40.0,0.0,60.0,2018-04-01,12.0,564.0,-0.11111111111111116,85.0
187,2019-05-01,AAP,C Series-23.8,40.0,0.0,64.0,2018-04-01,13.0,604.0,0.0,125.0
188,2019-06-01,AAP,C Series-23.8,80.0,0.0,59.8,2018-04-01,14.0,684.0,1.0,160.0
189,2019-07-01,AAP,C Series-23.8,80.0,0.0,67.5,2018-04-01,15.0,764.0,0.0,200.0
190,2019-08-01,AAP,C Series-23.8,0.0,0.0,41.4,2018-04-01,16.0,764.0,-1.0,160.0
191,2019-09-01,AAP,C Series-23.8,40.0,0.0,50.25,2018-04-01,17.0,804.0,inf,120.0
192,2019-10-01,AAP,C Series-23.8,240.0,0.0,48.0,2018-04-01,18.0,1044.0,5.0,280.0
193,2019-11-01,AAP,C Series-23.8,314.0,0.0,69.0,2018-04-01,19.0,1358.0,0.30833333333333335,594.0
194,2019-12-01,AAP,C Series-23.8,0.0,0.0,0.0,2018-04-01,20.0,1358.0,-1.0,554.0
195,2020-01-01,AAP,C Series-23.8,170.0,0.0,0.0,2018-04-01,21.0,1528.0,inf,484.0
196,2020-02-01,AAP,C Series-23.8,95.0,3.1666666666666665,13.0,2018-04-01,22.0,1623.0,-0.4411764705882353,265.0
197,2020-03-01,AAP,C Series-23.8,590.0,2.6363636363636362,13.909090909090908,2018-04-01,23.0,2213.0,5.2105263157894735,855.0
198,2020-04-01,AAP,C Series-23.8,770.0,12.0,23.7,2018-04-01,24.0,2983.0,0.30508474576271194,1455.0
199,2020-05-01,AAP,C Series-23.8,265.0,3.9285714285714284,28.0,2018-04-01,25.0,3248.0,-0.6558441558441559,1625.0
200,2020-06-01,AAP,C Series-23.8,210.0,161.33333333333334,56.44444444444444,2018-04-01,26.0,3458.0,-0.2075471698113207,1245.0
201,2020-07-01,AAP,C Series-23.8,1040.0,96.5,121.5,2018-04-01,27.0,4498.0,3.9523809523809526,1515.0
202,2020-08-01,AAP,C Series-23.8,600.0,207.8,175.8,2018-04-01,28.0,5098.0,-0.42307692307692313,1850.0
203,2020-09-01,AAP,C Series-23.8,300.0,217.83333333333334,213.66666666666666,2018-04-01,29.0,5398.0,-0.5,1940.0
204,2020-10-01,AAP,C Series-23.8,436.0,297.94444444444446,189.55555555555554,2018-04-01,30.0,5834.0,0.45333333333333337,1336.0
205,2020-11-01,AAP,C Series-23.8,255.0,246.0,160.5625,2018-04-01,31.0,6089.0,-0.4151376146788991,991.0
